-3.35, 0.2069
-3.30, 0.1577
-3.25, 0.1082
-3.20, 0.0584
-3.15, 0.0084
-3.10, -0.0416
-3.05, -0.0915
-3.00, -0.1411
-2.95, -0.1904
-2.90, -0.2392
-2.85, -0.2875
-2.80, -0.3350
-2.75, -0.3817
-2.70, -0.4274
-2.65, -0.4720
-2.60, -0.5155
-2.55, -0.5577
-2.50, -0.5985
-2.45, -0.6378
-2.40, -0.6755
-2.35, -0.7115
-2.30, -0.7457
-2.25, -0.7781
-2.20, -0.8085
-2.15, -0.8369
-2.10, -0.8632
-2.05, -0.8874
-2.00, -0.9093
-1.95, -0.9290
-1.90, -0.9463
-1.85, -0.9613
-1.80, -0.9738
-1.75, -0.9840
-1.70, -0.9917
-1.65, -0.9969
-1.60, -0.9996
-1.55, -0.9998
-1.50, -0.9975
-1.45, -0.9927
-1.40, -0.9854
-1.35, -0.9757
-1.30, -0.9636
-1.25, -0.9490
-1.20, -0.9320
-1.15, -0.9128
-1.10, -0.8912
-1.05, -0.8674
-1.00, -0.8415
-0.95, -0.8134
-0.90, -0.7833
-0.85, -0.7513
-0.80, -0.7174
-0.75, -0.6816
-0.70, -0.6442
-0.65, -0.6052
-0.60, -0.5646
-0.55, -0.5227
-0.50, -0.4794
-0.45, -0.4350
-0.40, -0.3894
-0.35, -0.3429
-0.30, -0.2955
-0.25, -0.2474
-0.20, -0.1987
-0.15, -0.1494
-0.10, -0.0998
-0.05, -0.0500
0.00, 0.0000
0.05, 0.0500
0.10, 0.0998
0.15, 0.1494
0.20, 0.1987
0.25, 0.2474
0.30, 0.2955
0.35, 0.3429
0.40, 0.3894
0.45, 0.4350
0.50, 0.4794
0.55, 0.5227
0.60, 0.5646
0.65, 0.6052
0.70, 0.6442
0.75, 0.6816
0.80, 0.7174
0.85, 0.7513
0.90, 0.7833
0.95, 0.8134
1.00, 0.8415
1.05, 0.8674
1.10, 0.8912
1.15, 0.9128
1.20, 0.9320
1.25, 0.9490
1.30, 0.9636
1.35, 0.9757
1.40, 0.9854
1.45, 0.9927
1.50, 0.9975
1.55, 0.9998
1.60, 0.9996
1.65, 0.9969
1.70, 0.9917
1.75, 0.9840
1.80, 0.9738
1.85, 0.9613
1.90, 0.9463
1.95, 0.9290
2.00, 0.9093
2.05, 0.8874
2.10, 0.8632
2.15, 0.8369
2.20, 0.8085
2.25, 0.7781
2.30, 0.7457
2.35, 0.7115
2.40, 0.6755
2.45, 0.6378
2.50, 0.5985
2.55, 0.5577
2.60, 0.5155
2.65, 0.4720
2.70, 0.4274
2.75, 0.3817
2.80, 0.3350
2.85, 0.2875
2.90, 0.2392
2.95, 0.1904
3.00, 0.1411
3.05, 0.0915
3.10, 0.0416
3.15, -0.0084
3.20, -0.0584
3.25, -0.1082
3.30, -0.1577
3.35, -0.2069
3.40, -0.2555
3.45, -0.3035
3.50, -0.3508
3.55, -0.3971
3.60, -0.4425
3.65, -0.4868
3.70, -0.5298
3.75, -0.5716
3.80, -0.6119
3.85, -0.6506
3.90, -0.6878
3.95, -0.7232
4.00, -0.7568
4.05, -0.7885
4.10, -0.8183
4.15, -0.8460
4.20, -0.8716
4.25, -0.8950
4.30, -0.9162
4.35, -0.9351
4.40, -0.9516
4.45, -0.9658
4.50, -0.9775
4.55, -0.9868
4.60, -0.9937
4.65, -0.9981
4.70, -0.9999
4.75, -0.9993
4.80, -0.9962
4.85, -0.9905
4.90, -0.9825
4.95, -0.9719
5.00, -0.9589
5.05, -0.9435
5.10, -0.9258
5.15, -0.9058
5.20, -0.8835
5.25, -0.8589
5.30, -0.8323
5.35, -0.8035
5.40, -0.7728
5.45, -0.7401
5.50, -0.7055
5.55, -0.6692
5.60, -0.6313
5.65, -0.5917
5.70, -0.5507
5.75, -0.5083
5.80, -0.4646
5.85, -0.4198
5.90, -0.3739
5.95, -0.3271
6.00, -0.2794
6.05, -0.2311
6.10, -0.1822
6.15, -0.1328
6.20, -0.0831
6.25, -0.0332
6.30, 0.0168
6.35, 0.0668
6.40, 0.1165
6.45, 0.1660
6.50, 0.2151
6.55, 0.2637
6.60, 0.3115
6.65, 0.3586
6.70, 0.4048
6.75, 0.4500
6.80, 0.4941
6.85, 0.5369
6.90, 0.5784
6.95, 0.6185
7.00, 0.6570
7.05, 0.6938
7.10, 0.7290
7.15, 0.7623
7.20, 0.7937
7.25, 0.8231
7.30, 0.8504
7.35, 0.8757
7.40, 0.8987
7.45, 0.9195
7.50, 0.9380
7.55, 0.9542
7.60, 0.9679
7.65, 0.9793
7.70, 0.9882
7.75, 0.9946
7.80, 0.9985
7.85, 1.0000
7.90, 0.9989
7.95, 0.9954
8.00, 0.9894
8.05, 0.9808
8.10, 0.9699
8.15, 0.9565
8.20, 0.9407
8.25, 0.9226
8.30, 0.9022
8.35, 0.8795
8.40, 0.8546
8.45, 0.8276
8.50, 0.7985
8.55, 0.7674
8.60, 0.7344
8.65, 0.6996
8.70, 0.6630
8.75, 0.6247
8.80, 0.5849
8.85, 0.5436
8.90, 0.5010
8.95, 0.4571
9.00, 0.4121
9.05, 0.3661
9.10, 0.3191
9.15, 0.2713
9.20, 0.2229
9.25, 0.1739
9.30, 0.1245
9.35, 0.0747
9.40, 0.0248
9.45, -0.0252
9.50, -0.0752
9.55, -0.1249
9.60, -0.1743
9.65, -0.2233
9.70, -0.2718
9.75, -0.3195
9.80, -0.3665
9.85, -0.4125
9.90, -0.4575
9.95, -0.5014
